,multi_output/samples/S2.bam_1_depth.txt_cov
S3:k115_9525_2,1e-05
S3:k115_1298_1,1e-05
S3:k115_1298_2,0.029708769622401356
S3:k115_6632_1,0.008955147679324893
S3:k115_6632_2,0.007941150860614242
S3:k115_6202_1,0.025761683581523285
S3:k115_6202_2,0.003187463720003794
S3:k115_1697_1,1e-05
S3:k115_1697_2,0.02059165548098434
S3:k115_2513_1,0.019290083578687434
S3:k115_2513_2,1e-05
S3:k115_871_1,0.03366606270170586
S3:k115_871_2,0.018443179723502304
S3:k115_2123_1,1e-05
S3:k115_2123_2,0.004012170668837335
S3:k115_8345_1,1e-05
S3:k115_8345_2,0.2878465831012071
S3:k115_2974_1,0.019925115899444987
S3:k115_2974_2,1e-05
S3:k115_5821_1,0.009298194444444444
S3:k115_5821_2,0.0023970491732129683
S3:k115_8349_1,0.022828254603682947
S3:k115_8349_2,1e-05
S3:k115_1325_1,0.024180511975390024
S3:k115_1325_2,0.046258489508953095
S3:k115_6240_1,0.027037027027027028
S3:k115_6240_2,1e-05
S3:k115_474_1,1e-05
S3:k115_474_2,0.03948968963943405
S3:k115_5014_1,0.0872797213037317
S3:k115_5014_2,0.012881988663202644
S3:k115_7058_1,0.010287151571409628
S3:k115_7058_2,0.0035241227953852275
S3:k115_3754_1,0.006680619626445301
S3:k115_3754_2,0.0064434420397272455
S3:k115_1723_1,0.014624227380184826
S3:k115_1723_2,0.008176774124220932
S3:k115_9212_1,1e-05
S3:k115_9212_2,0.01898810218978102
S3:k115_888_1,0.003917751441383728
S3:k115_888_2,1e-05
S3:k115_4654_1,0.008356709470304976
S3:k115_4654_2,1e-05
S3:k115_2561_1,1e-05
S3:k115_2561_2,0.023091595464668963
S3:k115_7564_1,0.008787062609713282
S3:k115_7564_2,0.0452518096723869
S3:k115_6263_1,0.023807294983735662
S3:k115_6263_2,1e-05
S3:k115_5496_1,0.008401504529927224
S3:k115_5496_2,0.3996535731788817
S3:k115_7065_1,0.03962287418410984
S3:k115_7065_2,0.025662565256525653
S3:k115_8749_1,0.0036271726755218218
S3:k115_8749_2,0.014596854042515343
S3:k115_223_1,0.032377972742759796
S3:k115_223_2,1e-05
S3:k115_4676_1,0.016718256482586524
S3:k115_4676_2,0.009231089173356476
S3:k115_7091_1,1e-05
S3:k115_7091_2,0.021083335206518686
S3:k115_7608_1,0.24360479700433585
S3:k115_7608_2,0.20655316121403233
S3:k115_8440_1,1e-05
S3:k115_8440_2,0.7745826495726496
S3:k115_919_1,1e-05
S3:k115_919_2,0.050360541746335245
S3:k115_5073_1,0.025517900677200903
S3:k115_5073_2,0.02055176072234763
S3:k115_9656_1,0.5238962837045721
S3:k115_9656_2,1.5887279487179489
S3:k115_6692_1,0.010151633152649064
S3:k115_6692_2,0.018413567057177827
S3:k115_5508_1,0.0027157286807240155
S3:k115_5508_2,0.005327908289406167
S3:k115_8807_1,1e-05
S3:k115_8807_2,0.019153413367942893
S3:k115_8475_1,0.029497179487179486
S3:k115_8475_2,0.036548461538461544
S3:k115_583_1,0.009802720744246776
S3:k115_583_2,0.03689591480332953
S3:k115_4743_1,0.02025439175633777
S3:k115_4743_2,1e-05
S3:k115_1366_1,0.024242225494320573
S3:k115_1366_2,0.008087408498106857
S3:k115_9298_1,1e-05
S3:k115_9298_2,0.008840022075055187
S3:k115_6719_1,1e-05
S3:k115_6719_2,0.03284437952679865
S3:k115_5545_1,1e-05
S3:k115_5545_2,0.048580444367895284
S3:k115_299_1,1e-05
S3:k115_299_2,0.01791189760114572
S3:k115_6731_1,1e-05
S3:k115_6731_2,1.0487904878048782
S3:k115_3479_1,0.022729591422884825
S3:k115_3479_2,0.02043808862185505
S3:k115_7165_1,1e-05
S3:k115_7165_2,0.023218050934483467
S3:k115_9691_1,0.010907287271041038
S3:k115_9691_2,1e-05
S3:k115_1747_1,0.01854026610129879
S3:k115_1747_2,0.009992638888888888
S3:k115_6343_1,0.005782537460083517
S3:k115_6343_2,0.004861387865389339
S3:k115_9303_1,0.007717129094412331
S3:k115_9303_2,1e-05
S3:k115_4771_1,0.02291377780702909
S3:k115_4771_2,0.0018528326971172832
S3:k115_6356_1,0.013742129420617005
S3:k115_6356_2,1e-05
S3:k115_960_1,0.018150589569160998
S3:k115_960_2,0.015765111614996677
S3:k115_1777_1,1e-05
S3:k115_1777_2,0.013082651550208237
S3:k115_8515_1,0.029703486590038315
S3:k115_8515_2,1e-05
S3:k115_3485_1,1e-05
S3:k115_3485_2,0.005933673726148039
S3:k115_2566_1,0.003798528398372336
S3:k115_2566_2,0.015210885549024805
S3:k115_6753_1,1e-05
S3:k115_6753_2,0.009930833750876842
S3:k115_8534_1,0.015336700726001613
S3:k115_8534_2,1e-05
S3:k115_9358_1,0.008374312267657991
S3:k115_9358_2,1e-05
S3:k115_4807_1,1e-05
S3:k115_4807_2,0.004859201655824956
S3:k115_9693_1,0.01682509822203646
S3:k115_9693_2,0.004253963604796965
S3:k115_1399_1,1e-05
S3:k115_1399_2,0.005839380075580928
S3:k115_4372_1,0.006300564153769345
S3:k115_4372_2,1e-05
S3:k115_1807_1,1e-05
S3:k115_1807_2,0.00841831981118159
S3:k115_2359_1,0.021478926553672315
S3:k115_2359_2,1e-05
S3:k115_1407_1,0.028281203402551913
S3:k115_1407_2,0.08555277138569284
S3:k115_5195_1,1e-05
S3:k115_5195_2,0.009944132383111974
S3:k115_4399_1,0.2011568901632113
S3:k115_4399_2,0.5888939876488751
S3:k115_682_1,0.003175832038220227
S3:k115_682_2,0.006571906406492833
S3:k115_3150_1,1e-05
S3:k115_3150_2,0.011572782294489612
S3:k115_6065_1,0.014757736093143596
S3:k115_6065_2,0.027044018885008406
S3:k115_8929_1,0.0016897516888807742
S3:k115_8929_2,0.010416777185423208
S3:k115_2569_1,0.010409790958975698
S3:k115_2569_2,0.013753729096989966
S3:k115_8065_1,0.07908514450867052
S3:k115_8065_2,1e-05
S3:k115_6395_1,1e-05
S3:k115_6395_2,0.009560938337801608
S3:k115_3959_1,1e-05
S3:k115_3959_2,0.010641337912986588
S3:k115_1821_1,1e-05
S3:k115_1821_2,0.056376381479617516
S3:k115_2576_1,0.012197015289164635
S3:k115_2576_2,0.010867522712164856
S3:k115_724_1,0.01972830985915493
S3:k115_724_2,1e-05
S3:k115_9751_1,1e-05
S3:k115_9751_2,0.0077121822849807444
S3:k115_7339_1,0.025308329355608592
S3:k115_7339_2,1e-05
S3:k115_7686_1,0.013210155295944657
S3:k115_7686_2,0.008833633219214343
S3:k115_1105_1,0.0798711111111111
S3:k115_1105_2,0.022816147744174516
S3:k115_6420_1,1e-05
S3:k115_6420_2,0.019762689898827686
S3:k115_7690_1,0.08754568030447193
S3:k115_7690_2,0.0019120446980504043
S3:k115_6078_1,0.03148021913312096
S3:k115_6078_2,0.011013861003861003
S3:k115_2371_1,0.006502163916801058
S3:k115_2371_2,0.010637300169540585
S3:k115_5675_1,0.011815265357292102
S3:k115_5675_2,0.005964557325672499
S3:k115_1502_1,0.01677933607118412
S3:k115_1502_2,1e-05
S3:k115_4035_1,0.030079390902081726
S3:k115_4035_2,0.054173454124903625
S3:k115_3177_1,1e-05
S3:k115_3177_2,0.010734447362661414
S3:k115_8094_1,0.018819585158464314
S3:k115_8094_2,0.025518889461479
S3:k115_1113_1,1e-05
S3:k115_1113_2,0.07003221711483949
S3:k115_6113_1,1e-05
S3:k115_6113_2,0.008327449315543233
S3:k115_6786_1,1e-05
S3:k115_6786_2,0.018859206349206348
S3:k115_2631_1,0.01937426744610888
S3:k115_2631_2,1e-05
S3:k115_788_1,0.007479375560203167
S3:k115_788_2,1e-05
S3:k115_4909_1,1e-05
S3:k115_4909_2,0.011257443762781186
S3:k115_9359_1,0.009819310388567079
S3:k115_9359_2,0.004386043802718643
S3:k115_5215_1,0.0034264358264081258
S3:k115_5215_2,0.01413742382271468
S3:k115_8535_1,0.007304158837602847
S3:k115_8535_2,0.01529825955029954
S3:k115_5702_1,1e-05
S3:k115_5702_2,0.00724258469737343
S3:k115_4418_1,0.00792119449656035
S3:k115_4418_2,0.0067014730621306395
S3:k115_2389_1,1e-05
S3:k115_2389_2,0.02075281709880869
S3:k115_9775_1,0.1626001457461294
S3:k115_9775_2,0.1968834241048916
S3:k115_2637_1,0.016027473607571896
S3:k115_2637_2,0.020485020475020474
S3:k115_1132_1,0.034604276754214035
S3:k115_1132_2,1e-05
S3:k115_7738_1,0.017902521050024763
S3:k115_7738_2,0.01988246951030768
S3:k115_7382_1,0.07804062656335793
S3:k115_7382_2,0.0065989817582819835
S3:k115_800_1,0.010104693585849561
S3:k115_800_2,1e-05
S3:k115_8140_1,1e-05
S3:k115_8140_2,0.017894322678843225
S3:k115_3648_1,0.004058699247688508
S3:k115_3648_2,0.006987345163235421
S3:k115_2432_1,1e-05
S3:k115_2432_2,0.022692621896767278
S3:k115_6161_1,0.0052441444401135915
S3:k115_6161_2,0.017215857787181914
S3:k115_8144_1,0.16383599847367084
S3:k115_8144_2,1e-05
S3:k115_9805_1,1e-05
S3:k115_9805_2,0.014052500310674785
S3:k115_8943_1,0.010640951515592061
S3:k115_8943_2,0.07804158334696251
S3:k115_4442_1,0.009591985866570847
S3:k115_4442_2,0.009531528235223666
S3:k115_5716_1,0.018036709998476615
S3:k115_5716_2,0.00437703397146194
S3:k115_5272_1,0.04233209737827716
S3:k115_5272_2,1e-05
S3:k115_4083_1,1e-05
S3:k115_4083_2,0.015376248170684741
S3:k115_1191_1,0.054271862917398946
S3:k115_1191_2,1e-05
S3:k115_6474_1,1e-05
S3:k115_6474_2,0.007827969661610267
S3:k115_9807_1,1e-05
S3:k115_9807_2,0.007173183200863507
S3:k115_1999_1,1e-05
S3:k115_1999_2,0.03690064558629776
S3:k115_8149_1,0.004682088596643017
S3:k115_8149_2,0.0097859321740635
S3:k115_6178_1,0.04565950980392157
S3:k115_6178_2,0.023600686274509803
S3:k115_3216_1,1e-05
S3:k115_3216_2,0.012980327317222392
S3:k115_8949_1,1e-05
S3:k115_8949_2,0.005390683346785041
S3:k115_5726_1,1e-05
S3:k115_5726_2,0.010124632501685773
S3:k115_9380_1,0.009101893062019698
S3:k115_9380_2,0.0065310920799848465
S3:k115_6844_1,1e-05
S3:k115_6844_2,0.0038650938261806226
S3:k115_8633_1,1e-05
S3:k115_8633_2,0.03487682808716707
S3:k115_2441_1,0.012011200120012
S3:k115_2441_2,0.016136612661266127
S3:k115_5340_1,0.14489865038905286
S3:k115_5340_2,1e-05
S3:k115_9397_1,0.009615662285136502
S3:k115_9397_2,0.019052804179305695
S3:k115_5774_1,0.05876347360063518
S3:k115_5774_2,1e-05
S3:k115_3684_1,0.017661088044680962
S3:k115_3684_2,0.005700500026344907
S3:k115_8964_1,0.021731198790211712
S3:k115_8964_2,0.008753469892768765
S3:k115_2677_1,0.00416007571084067
S3:k115_2677_2,0.0033749262520329764
S3:k115_4090_1,0.01443177920024679
S3:k115_4090_2,0.004367214467494408
S3:k115_7788_1,1e-05
S3:k115_7788_2,0.039650755651904616
S3:k115_9858_1,0.017976830466830466
S3:k115_9858_2,0.009223759213759213
S3:k115_6518_1,1e-05
S3:k115_6518_2,0.0334175723830735
S3:k115_1226_1,0.012608597721297108
S3:k115_1226_2,1e-05
S3:k115_9004_1,0.006872745098039215
S3:k115_9004_2,0.023535567717693186
S3:k115_2026_1,0.017127245982930434
S3:k115_2026_2,1e-05
S3:k115_9859_1,1e-05
S3:k115_9859_2,0.008108532141049434
S3:k115_2698_1,0.013126623895067009
S3:k115_2698_2,1e-05
S3:k115_6549_1,0.007273326357257171
S3:k115_6549_2,1e-05
S3:k115_9451_1,0.01837866806926687
S3:k115_9451_2,1e-05
S3:k115_6954_1,0.005615830063265796
S3:k115_6954_2,0.013223742291983663
S3:k115_8247_1,1e-05
S3:k115_8247_2,0.015064294175715696
S3:k115_1628_1,0.013376023410313192
S3:k115_1628_2,0.006758741201592281
S3:k115_9864_1,0.009709769053117783
S3:k115_9864_2,0.0038472712737608813
S3:k115_3688_1,0.018605450049455984
S3:k115_3688_2,0.001671688196079207
S3:k115_9047_1,0.00821806340021385
S3:k115_9047_2,0.012274536620648448
S3:k115_9463_1,0.014378036880522473
S3:k115_9463_2,0.0528680208973571
S3:k115_8253_1,1e-05
S3:k115_8253_2,0.009609048589874278
S3:k115_9052_1,0.040715994593735094
S3:k115_9052_2,1e-05
S3:k115_6971_1,0.035798552041151364
S3:k115_6971_2,0.03262107463339899
S3:k115_9481_1,0.03852091142490373
S3:k115_9481_2,1e-05
S3:k115_9876_1,0.006400787142495571
S3:k115_9876_2,1e-05
S3:k115_9878_1,0.0143746408839779
S3:k115_9878_2,0.032045349351008015
S3:k115_2821_1,1e-05
S3:k115_2821_2,0.03770401330376941
S3:k115_9889_1,0.008425619389587073
S3:k115_9889_2,1e-05
S3:k115_9891_1,1e-05
S3:k115_9891_2,0.0037261564324898248
S3:k115_2837_1,0.006185181978128126
S3:k115_2837_2,0.009566007865594922
S4:k115_414_1,0.018590375782881002
S4:k115_414_2,1e-05
S4:k115_7861_1,0.022794810126582278
S4:k115_7861_2,0.041224750542299356
S4:k115_2481_1,0.04258279764098784
S4:k115_2481_2,0.01567531514928124
S4:k115_9096_1,0.022591052100416297
S4:k115_9096_2,0.009848546922300706
S4:k115_829_1,0.024169166271909046
S4:k115_829_2,0.00676035528185694
S4:k115_3739_1,1e-05
S4:k115_3739_2,0.01659905704307334
S4:k115_430_1,0.01905761904761905
S4:k115_430_2,1e-05
S4:k115_9510_1,0.023779808173477898
S4:k115_9510_2,1e-05
S4:k115_6620_1,1e-05
S4:k115_6620_2,0.010492758620689656
S4:k115_4580_1,1e-05
S4:k115_4580_2,0.01379696909050478
S4:k115_438_1,1e-05
S4:k115_438_2,0.6213202951763859
S4:k115_8308_1,0.006779143985333521
S4:k115_8308_2,1e-05
S4:k115_2939_1,1e-05
S4:k115_2939_2,0.04909095424325382
S4:k115_4157_1,1e-05
S4:k115_4157_2,0.03635609199099389
S4:k115_6632_1,0.019081729957805906
S4:k115_6632_2,1e-05
S4:k115_6202_1,0.0026183657403016218
S4:k115_6202_2,0.005416430807170634
S4:k115_1697_1,0.022828791946308723
S4:k115_1697_2,1e-05
S4:k115_2513_1,0.005328643745844809
S4:k115_2513_2,0.01083723905404122
S4:k115_871_1,0.03873752420470263
S4:k115_871_2,1e-05
S4:k115_2123_1,1e-05
S4:k115_2123_2,0.007743007733007732
S4:k115_8345_1,1e-05
S4:k115_8345_2,0.36893602909316003
S4:k115_2127_1,0.07210416380578714
S4:k115_2127_2,1e-05
S4:k115_4607_1,0.005219253046088645
S4:k115_4607_2,1e-05
S4:k115_5821_1,0.016025624999999998
S4:k115_5821_2,0.009471394904735038
S4:k115_469_1,0.01133930513595166
S4:k115_469_2,1e-05
S4:k115_8349_1,0.022628094475580465
S4:k115_8349_2,1e-05
S4:k115_1325_1,0.01923654361678752
S4:k115_1325_2,0.005942110293309898
S4:k115_474_1,0.02602551802829758
S4:k115_474_2,0.02602551802829758
S4:k115_5014_1,0.08314651393481341
S4:k115_5014_2,0.005324123760037789
S4:k115_3754_1,0.01717572783871924
S4:k115_3754_2,0.015634073525051882
S4:k115_1723_1,1e-05
S4:k115_1723_2,0.01089903216562791
S4:k115_9590_1,1e-05
S4:k115_9590_2,0.010228241453261006
S4:k115_9212_1,0.0416158394160584
S4:k115_9212_2,1e-05
S4:k115_888_1,0.014231652786675208
S4:k115_888_2,1e-05
S4:k115_2561_1,1e-05
S4:k115_2561_2,0.02288912532901397
S4:k115_7564_1,1e-05
S4:k115_7564_2,0.009955397815912636
S4:k115_3438_1,0.0182748401826484
S4:k115_3438_2,1e-05
S4:k115_6263_1,0.015589524054100325
S4:k115_6263_2,1e-05
S4:k115_5496_1,0.019317886529036092
S4:k115_5496_2,0.44272181406400835
S4:k115_7065_1,0.04187360567184335
S4:k115_7065_2,0.025662565256525653
S4:k115_8749_1,0.006532770398481973
S4:k115_8749_2,0.015723480980758396
S4:k115_5035_1,0.014974788732394365
S4:k115_5035_2,1e-05
S4:k115_505_1,0.028815237315875614
S4:k115_505_2,1e-05
S4:k115_223_1,0.06474594548551958
S4:k115_223_2,1e-05
S4:k115_7608_1,0.2570064525029563
S4:k115_7608_2,0.20103483247930629
S4:k115_8440_1,1e-05
S4:k115_8440_2,0.5724458974358974
S4:k115_5073_1,0.020326027088036117
S4:k115_5073_2,0.014908419864559819
S4:k115_9656_1,0.6573956975381008
S4:k115_9656_2,1.3035997435897437
S4:k115_6692_1,1e-05
S4:k115_6692_2,0.02177954012939325
S4:k115_5508_1,1e-05
S4:k115_5508_2,0.01726987778140598
S4:k115_8807_1,0.05453775073028238
S4:k115_8807_2,1e-05
S4:k115_7134_1,0.03904266864658464
S4:k115_7134_2,0.022920479422995334
S4:k115_8475_1,0.036227948717948724
S4:k115_8475_2,1e-05
S4:k115_7661_1,0.01588751630280692
S4:k115_7661_2,1e-05
S4:k115_583_1,1e-05
S4:k115_583_2,0.06823262118491921
S4:k115_4743_1,0.02061915557176728
S4:k115_4743_2,0.020801537479482036
S4:k115_1366_1,0.016417236011779555
S4:k115_1366_2,0.002534190155658393
S4:k115_9298_1,1e-05
S4:k115_9298_2,0.00663251655629139
S4:k115_6719_1,1e-05
S4:k115_6719_2,0.06036731530661516
S4:k115_8494_1,1e-05
S4:k115_8494_2,0.048413193612774456
S4:k115_588_1,1e-05
S4:k115_588_2,0.019950179461615154
S4:k115_6731_1,1e-05
S4:k115_6731_2,0.6814435490293678
S4:k115_7672_1,0.016382141372141373
S4:k115_7672_2,1e-05
S4:k115_3479_1,0.011050594840211798
S4:k115_3479_2,0.022315670296657906
S4:k115_7165_1,1e-05
S4:k115_7165_2,0.01561895461080304
S4:k115_1747_1,0.018773981169243097
S4:k115_1747_2,0.005852681623931624
S4:k115_6343_1,0.013950063866371898
S4:k115_6343_2,0.002834858757062147
S4:k115_9303_1,0.007957976878612716
S4:k115_9303_2,1e-05
S4:k115_2250_1,0.014221683417085428
S4:k115_2250_2,1e-05
S4:k115_4771_1,0.029232061340002634
S4:k115_4771_2,1e-05
S4:k115_960_1,0.008611141606067714
S4:k115_960_2,1e-05
S4:k115_7966_1,0.01386992886054213
S4:k115_7966_2,1e-05
S4:k115_8505_1,1e-05
S4:k115_8505_2,0.00504604226325664
S4:k115_1777_1,0.005562984729291994
S4:k115_1777_2,1e-05
S4:k115_5172_1,0.011364581673306772
S4:k115_5172_2,1e-05
S4:k115_8515_1,0.05460770114942529
S4:k115_8515_2,1e-05
S4:k115_3485_1,0.005933984272608125
S4:k115_3485_2,1e-05
S4:k115_3120_1,0.015894074125679253
S4:k115_3120_2,1e-05
S4:k115_2566_1,0.003751756442836875
S4:k115_2566_2,0.010736368469465707
S4:k115_6753_1,1e-05
S4:k115_6753_2,0.005321153422186592
S4:k115_7245_1,0.08776313404050144
S4:k115_7245_2,0.03810064609450338
S4:k115_8534_1,1e-05
S4:k115_8534_2,0.007538905619790265
S4:k115_9358_1,1e-05
S4:k115_9358_2,0.025206199917389507
S4:k115_4807_1,0.004622928026494766
S4:k115_4807_2,1e-05
S4:k115_9693_1,0.013995789152171817
S4:k115_9693_2,0.021261969263415104
S4:k115_1399_1,1e-05
S4:k115_1399_2,0.004914719787730159
S4:k115_4372_1,0.007398916625062406
S4:k115_4372_2,1e-05
S4:k115_3924_1,0.029395964912280702
S4:k115_3924_2,1e-05
S4:k115_1807_1,0.0073868073177928584
S4:k115_1807_2,0.007828262280572356
S4:k115_1407_1,0.022276700025018765
S4:k115_1407_2,0.056788389194597305
S4:k115_6754_1,1e-05
S4:k115_6754_2,0.0032581593763534
S4:k115_5195_1,1e-05
S4:k115_5195_2,0.0061648428895367665
S4:k115_4399_1,0.16939685487428321
S4:k115_4399_2,0.9541343934715483
S4:k115_682_1,0.012097722327749956
S4:k115_682_2,0.006571906406492833
S4:k115_1812_1,0.027324650585313942
S4:k115_1812_2,1e-05
S4:k115_7287_1,1e-05
S4:k115_7287_2,0.005765035656199174
S4:k115_6065_1,0.014757736093143596
S4:k115_6065_2,0.013332985383520889
S4:k115_8929_1,0.008262693080153368
S4:k115_8929_2,0.00975950704739648
S4:k115_2569_1,0.00999170891037366
S4:k115_2569_2,0.012708578595317726
S4:k115_2576_1,0.018179731885663637
S4:k115_2576_2,0.014191254154664303
S4:k115_724_1,1e-05
S4:k115_724_2,0.031832021965643484
S4:k115_7686_1,0.0070159647760561885
S4:k115_7686_2,0.004368874810291886
S4:k115_1105_1,0.03423619047619048
S4:k115_1105_2,0.05652958353991076
S4:k115_3171_1,0.007948718662952646
S4:k115_3171_2,0.019090779944289694
S4:k115_6078_1,1e-05
S4:k115_6078_2,0.007828532818532819
S4:k115_2371_1,0.007205137079766778
S4:k115_2371_2,0.013821355084150022
S4:k115_6777_1,0.013761507840772014
S4:k115_6777_2,1e-05
S4:k115_5675_1,1e-05
S4:k115_5675_2,0.005703392530686863
S4:k115_6440_1,0.0065267390748786095
S4:k115_6440_2,1e-05
S4:k115_8094_1,0.04252481576913167
S4:k115_8094_2,1e-05
S4:k115_1113_1,1e-05
S4:k115_1113_2,0.05578261932122884
S4:k115_6113_1,1e-05
S4:k115_6113_2,0.016644898631086466
S4:k115_5690_1,0.03599740440845704
S4:k115_5690_2,1e-05
S4:k115_4909_1,1e-05
S4:k115_4909_2,0.003460920245398773
S4:k115_1881_1,0.007434260567596694
S4:k115_1881_2,0.008391226053639846
S4:k115_9359_1,0.011214600228320154
S4:k115_9359_2,0.00791647527640953
S4:k115_5215_1,0.017338408741151123
S4:k115_5215_2,0.017492302246845184
S4:k115_8535_1,0.01366466534399253
S4:k115_8535_2,0.012575159884851785
S4:k115_5702_1,1e-05
S4:k115_5702_2,0.024753052912066996
S4:k115_4418_1,0.014112564102564102
S4:k115_4418_2,0.007514455770613802
S4:k115_2389_1,0.012834106517168885
S4:k115_2389_2,0.009120021023125438
S4:k115_9775_1,0.20440759947551568
S4:k115_9775_2,0.164861235501765
S4:k115_2637_1,0.004196385147433563
S4:k115_2637_2,1e-05
S4:k115_1132_1,0.03627029008232066
S4:k115_1132_2,0.016766491915727585
S4:k115_7738_1,0.007625156017830609
S4:k115_7738_2,0.014372657091561939
S4:k115_7382_1,0.08212823561710694
S4:k115_7382_2,0.00391458178268562
S4:k115_6815_1,1e-05
S4:k115_6815_2,0.0037945237136645465
S4:k115_3648_1,0.006757832079480847
S4:k115_3648_2,0.015285504637206765
S4:k115_2432_1,0.01805215791354055
S4:k115_2432_2,0.015905695659939274
S4:k115_6161_1,0.03998995434044212
S4:k115_6161_2,0.0027384369953783617
S4:k115_8144_1,0.11982684049860086
S4:k115_8144_2,0.002299202594429607
S4:k115_8943_1,0.011113438249618376
S4:k115_8943_2,0.07575188155336277
S4:k115_4442_1,0.0033636950532997963
S4:k115_4442_2,0.01534025929696389
S4:k115_5716_1,0.005748079520641852
S4:k115_5716_2,0.012501748336972528
S4:k115_5272_1,0.04195756554307117
S4:k115_5272_2,1e-05
S4:k115_4083_1,0.006942409012131715
S4:k115_4083_2,0.013797260263421396
S4:k115_2657_1,1e-05
S4:k115_2657_2,0.007791540456805245
S4:k115_6474_1,0.003977559367524359
S4:k115_6474_2,0.003802298716452742
S4:k115_2437_1,0.019782673454889887
S4:k115_2437_2,0.042515327965901024
S4:k115_9807_1,1e-05
S4:k115_9807_2,0.007369434795407712
S4:k115_7434_1,1e-05
S4:k115_7434_2,0.06232884057971015
S4:k115_1999_1,1e-05
S4:k115_1999_2,0.06281193236714976
S4:k115_8149_1,0.0005291209551825575
S4:k115_8149_2,0.018350686910632408
S4:k115_6178_1,0.019464656862745098
S4:k115_6178_2,0.015788186274509803
S4:k115_3216_1,0.003497411667533421
S4:k115_3216_2,0.019251358213520954
S4:k115_8949_1,0.013260823972556669
S4:k115_8949_2,0.015277688996502555
S4:k115_9380_1,0.020060871306418444
S4:k115_9380_2,0.004745232838163271
S4:k115_8633_1,1e-05
S4:k115_8633_2,0.011874406779661017
S4:k115_3220_1,0.03782979977753059
S4:k115_3220_2,1e-05
S4:k115_2441_1,0.0057105700570057
S4:k115_2441_2,0.008485847584758476
S4:k115_5340_1,0.07513744834987926
S4:k115_5340_2,0.04882974248927039
S4:k115_7765_1,0.005435070206790911
S4:k115_7765_2,0.007285512157763737
S4:k115_6496_1,0.009544255821802227
S4:k115_6496_2,1e-05
S4:k115_6872_1,0.017757193045997828
S4:k115_6872_2,0.023190007243752263
S4:k115_3684_1,0.012023277833394805
S4:k115_3684_2,0.009862995415986089
S4:k115_8964_1,0.011887921363761341
S4:k115_8964_2,1e-05
S4:k115_2677_1,1e-05
S4:k115_2677_2,0.009992614547697828
S4:k115_4090_1,0.008146351366984151
S4:k115_4090_2,0.0027477188247088764
S4:k115_6515_1,0.047602385218365066
S4:k115_6515_2,1e-05
S4:k115_8181_1,1e-05
S4:k115_8181_2,0.004569168622192424
S4:k115_7788_1,0.01549467017652524
S4:k115_7788_2,1e-05
S4:k115_9412_1,1e-05
S4:k115_9412_2,0.039042915817069625
S4:k115_1226_1,1e-05
S4:k115_1226_2,0.003552085083074676
S4:k115_9004_1,0.02631718954248366
S4:k115_9004_2,0.010465807874530305
S4:k115_2026_1,0.021418477566394888
S4:k115_2026_2,0.005397622771049871
S4:k115_9433_1,1e-05
S4:k115_9433_2,0.036123774368807926
S4:k115_2698_1,0.03251641573994868
S4:k115_2698_2,1e-05
S4:k115_2047_1,1e-05
S4:k115_2047_2,0.009657651006711409
S4:k115_6549_1,0.014044223808937583
S4:k115_6549_2,1e-05
S4:k115_9451_1,0.010691340022657387
S4:k115_9451_2,1e-05
S4:k115_6954_1,0.005535746776647713
S4:k115_6954_2,1e-05
S4:k115_1628_1,0.010739726879679426
S4:k115_1628_2,0.014561973215933355
S4:k115_6963_1,0.025913785937944776
S4:k115_6963_2,0.017658733276401935
S4:k115_9864_1,0.012587722508438443
S4:k115_9864_2,0.0024260596908864808
S4:k115_6606_1,0.022052843837317603
S4:k115_6606_2,1e-05
S4:k115_3688_1,0.011622265084075172
S4:k115_3688_2,0.0012760481493936816
S4:k115_9047_1,0.0028718152085036794
S4:k115_9047_2,0.011897166263090033
S4:k115_9463_1,0.025519028044563963
S4:k115_9463_2,0.04034497234173325
S4:k115_3693_1,0.018653395477984926
S4:k115_3693_2,0.017852981760507532
S4:k115_8253_1,0.004852409311018604
S4:k115_8253_2,1e-05
S4:k115_9052_1,0.09652772936873906
S4:k115_9052_2,1e-05
S4:k115_6971_1,0.012486742913428914
S4:k115_6971_2,1e-05
S4:k115_9481_1,0.03809301240907146
S4:k115_9481_2,1e-05
S4:k115_9876_1,0.00962781827385472
S4:k115_9876_2,0.011019174311926606
S4:k115_9889_1,0.01190407540394973
S4:k115_9889_2,1e-05
S4:k115_9891_1,0.004906177442189711
S4:k115_9891_2,1e-05
S4:k115_2837_1,0.004184285024321247
S4:k115_2837_2,0.016293161417187015
S4:k115_2859_1,1e-05
S4:k115_2859_2,0.017486521028991425
S5:k115_414_1,0.01232732776617954
S5:k115_414_2,1e-05
S5:k115_2481_1,0.03521088462956137
S5:k115_2481_2,1e-05
S5:k115_1663_1,0.01568261645624728
S5:k115_1663_2,1e-05
S5:k115_2916_1,1e-05
S5:k115_2916_2,0.04976781594011449
S5:k115_9096_1,0.005939103065472436
S5:k115_9096_2,0.01438941473259334
S5:k115_829_1,1e-05
S5:k115_829_2,0.013392283278067267
S5:k115_3739_1,1e-05
S5:k115_3739_2,0.014416286379511058
S5:k115_430_1,1e-05
S5:k115_430_2,0.016430361247947455
S5:k115_4148_1,0.01628339300244101
S5:k115_4148_2,1e-05
S5:k115_438_1,0.04032677465802736
S5:k115_438_2,0.701233902087833
S5:k115_8308_1,0.014817502467917078
S5:k115_8308_2,1e-05
